,txt,score
0,"Po wysłuchaniu kilku recenzji najbardziej obawiałem się kontrastu na wyświetlaczu, gdyż mamy tutaj do czynienia z panelem IPS. Obawy raczej bezpodstawne. Dla przeciętnego użytkownika, który nie porównuje ze spektroskopem poziomów czerni obraz jest rewelacyjny – piękne naturalne kolory, równomierne podświetlenie, super czerń, nie ma problemu gdy oglądamy trochę z boku (co ważne gdy mamy dużą kanapę). Najlepszy efekt osiągamy, gdy mamy dobre źródło obrazu w formacie 4K z HDR i siedzimy w miarę blisko ekranu, tak do max 2 m. Jeśli oglądamy zwykłą TV z anteny, to już takich rewelacyjnych wrażeń nie ma, a jeśli źródło nie jest chociaż w formacie FullHD, to już w ogóle traci sens zakup tego TV, lepiej wybrać coś tańszego. Aby wykorzystać potencjał TV trzeba go wstępnie ustawić – polecam ustawienia z serwisu rtings.com.<br/>
Jeśli miałbym oceniać tylko sam wyświetlacz to byłoby 5/5.<br/>
Gorzej jeśli idzie o oprogramowanie. System Smart działa błyskawicznie, ma wszystkie potrzebne aplikacje działa bezproblemowo – to duży plus. Tyle że wiele funkcji, którymi Samsung chwali się w reklamach i wznosiłby by ten TV na poziom genialności nie działa lub w Polsce jest nieprzydatne. <br/>
1.	Asystent głosowy jest wbrew zapewnieniom producenta tylko po angielsku. Nie rozumie polskiego języka. Asystent Google który miał być kompatybilny z TV, w polskiej wersji nie istnieje. Mamy więc ważną funkcję, pilota do którego możemy mówić i nic nam to nie daje. <br/>
2.	Łączenie TV z komputerem. W moim starym Samsungu miałem aplikację Smart View, która może była dość toporna, ale umożliwiała rzucanie z komputera np. zdjęć na ekran TV. Samsung tę aplikację ubił i zastąpił aplikację Easy Connection to Screen, która nie działa. Opcja Połącz z urządzeniem, na moim Windows z jakiegoś powodu nie działa, mimo że komputer TV widzi. Efekt taki, że mam znacznie nowszy i droższy sprzęt, a pod tym względem jest gorzej niż w 7 letnim TV.<br/>
3.	Opcja MultiView – Samsung chwali się, że można np. oglądać mecz i czytać komentarze na Twitterze. Wydawałoby się, że to będzie działać również gdy oglądając film na Netflix będziemy chcieli wrzucić sobie z komórki informacje o filmie. Ale nie. Opcja działa tylko jeśli oglądamy telewizję z kabla czy anteny. Z aplikacji działa tylko z Youtube. Ja nie korzystam w ogóle z telewizji, więc opcja MultiView zajmuje mi tylko miejsce w menu. <br/>
4.	Mamy preinstalowaną aplikację Galeria. Potencjalnie genialne rozwiązanie, gdyby działało tak, że Galeria łączy się z chmurą w której mam zdjęcia robione w moim telefonie Samsung. Miałbym na bieżąco uzupełnianą galerię zdjęć, którą można by przejrzeć na TV. Ale nie, Samsung wymaga tworzenia jakichś specjalnych udostępnionych albumów, nie mam komu ich udostępniać, więc aplikacja Galeria jest zupełnie pusta. <br/>
<br/>
Reasumując pięknie wyglądający sprzęt, ze świetnym wyświetlaczem i niedopracowanym (szczególnie dla Polski) oprogramowaniem. <br/>
",4/5
0,"To nasz kolejny telewizor marki Samsung i kolejny raz trafiony wybór :)<br/>
Na ścianie prezentuje się fantastycznie. Jest smukły i elegancki. Niesamowita głębia kolorów i czysty dźwięk sprawiają, że oglądając film można poczuć się jak na seansie w kinie. Dostępne są aplikacje YouTube, Netflix, Amazon Prime czy HBO GO. Ciekawym rozwiązaniem jest także dołączony pilot Smart ładowany na baterię słoneczną. Telewizor posiada Tuner DVB T2 (HEVC), gotowy jest więc na poprawny odbiór sygnału cyfrowego w 2022 r. <br/>
Polecam serdecznie. To idealny zakup dla całej rodziny. <br/>
#AkcjaKorzyscWkazdymCalu<br/>
",5/5
0,"Przystępna cena, jak za taką jakość. Telewizor dosłownie prowadzi za rękę z konfiguracją wszystkich parametrów, przez telefon jest jeszcze prostsze niż odklikiwanie na pilocie. Ze względu na rodzaj wykonywanej pracy mam bzika na punkcie ustawienia kolorystyki telewizora, a tu praktycznie robiłem tylko pomniejsze korekty ustawień obrazu. Przyznam, że Samsung sprawił się zarówno pod kątem jakości wykonania samego telewizora jak i oprogramowania. <br/>
Jedyny minus to słabe opisywanie swoich modeli. Wpisują rodzaj użytej technologii i nie do końca wyjaśniają jej formę. W moim przypadku musiałem trochę pogrzebać po internecie aby ostatecznie zdecydować się na serię 8. Serie 6 i 7 zeszłorocznych modeli telewizorów to w zasadzie podświetlenie krawędziowe matrycy, któremu osobiście nie do końca ufam. ",5/5
0,"*SAMSUNG na którego czekałem*<br/>
<br/>
To już kolejny telewizor firmy Samsung który zagościł w moim domu. Niesamowita jakość obrazu przykuła mój wzrok w momencie wejścia do sklepu, gdy dodamy do tego świetne 60 watowe głośniki robi się w domu małe kino! Największymi zaletami tego telewizora w mojej opinii to właśnie obraz który dzięki swojej 120hz matrycy pozwala na bardzo komfortowe oglądanie wszystkich gatunków filmów, dźwięk jest bardzo przestrzenny dzięki czemu można bardziej wczuć się w oglądany film! Złącze hdmi 2.1 pozwala na wykorzystanie w stu procentach podpiętej do niego konsoli. Neo Qled zrobił na mnie wrażenie od pierwszego wejrzenia.Szybkość działania tv i jego menu jest zdecydowanie na plus – poruszanie się po menu jest rewelacyjne . Mini ledy biją konkurencję w wyższym przedziale cenowym z wykorzystaniem technologii Oled. Kolory, ostrość obrazu w 4K, kontrast, czerń, jasność są rewelacyjne.Tv ma super obraz zarówno w jasnym jak i ciemnym pomieszczeniu.Sprzęt godny polecenia!!! #AkcjaKorzyscWkazdymCalu.",5/5
0,"#AkcjaKorzyscWkazdymCalu <br/>
Jestem bardzo zadowolony z zakupu telewizora Neo QLED Samsunga. W jasnym salonie telewizor sprawdza się świetnie, fajne kolory patrząc na wprost jak i pod dużym kątem, jasność ekranu i rewelacyjny dźwięk z 60W głośników. Smart TV i wszystkie funkcje, które dopiero poznaję robią bardzo dobre wrażenie i w mojej ocenie są dosyć łatwe do opanowania i zabawa nimi daje dużo frajdy. Telewizor jak na mój gust bardzo dobrze prezentuje się i poprawia widok salonu. Podoba mi się także prosty (wręcz ""ascetyczny""), mały pilot do telewizora, który jest łatwy w obsłudze. Decyzje o zakupie telewizora Samsunga podjąłem po tygodniu przeglądania ofert, czytania opinii i recenzji. Początkowo chciałem kupić OLEDa w podobnej cenie ale w związku z tym, że ta technologia (pomimo tego, że jest bardzo nowoczesna} to nie do końca sprawdza się w jasnych pokojach ze względu na stosunkową nisko jasność ekranu, zdecydowałem się na Neo QLED Samsunga i się udało :-}. POLECAM",5/5
0,Kawał solidnego telewizora. Spodobało mi się poglośnienie telewizora gdy wszedłem do pokoju z odkurzaczem. Poza tym świetny o raz po podłączeniu PC.,4/5
0,"Ogólnie dobry telewizor<br/>
Przed włączeniem telewizora pierwsze wrażenie - telewizor cienki i elegancki, bardzo dobrze się prezentuje. To zdanie z opisu zdecydowanie tu pasuje: ""Pełen wdzięku, ultra smukły design telewizora QN85A sprawia, że prezentuje się on wyśmienicie z każdej strony, a na ścianie wygląda niczym dzieło sztuki"". Do tego dochodzi pilot na którym na pierwszy rzut oka znajduje się mało przycisków, na poprzednim pilocie miałem ponad 40 przycisków, tutaj nie ma nawet 20, ale dwa razy lepiej się go obsługuje. Do tego pilota można naładować energią słoneczną! Funkcja, która pozwala włączyć telewizor telefonem, a także głos który dostosowuje się do otoczenia i wiele innych, które najlepiej samemu sprawdzić ! #AkcjaKorzyscWkazdymCalu","4,5/5"
0,"Zdecydowałem się na zakup telewizora Samsung Neo QLED 2021 QE55QN85A po przeczytaniu kilku opinii w internecie oraz po rozmowie ze sprzedawcami z dwóch różnych dużych sieci zajmujących się sprzedażą sprzętu RTV. Telewizor kupiłem w sklepie internetowym kajt24.pl ponieważ był 500 zł tańszy niż w sklepach stacjonarnych. Co do obsługi sprzedażowej sklepu nie mam żadnych zastrzeżeń. Telewizor został dostarczony w ciągu 3 dni roboczych. Co prawda nie był fabrycznie zapakowany (brak taśm ściągających pudło oraz taśma firmowa sklepu), ale być może obsługa sklepu sprawdza przed wysyłką czy matryca nie jest uszkodzona mechanicznie. <br/>
Wygląd: moim zdaniem telewizor może się podobać, jest bardzo cienki, w porównaniu do innych telewizorów z tylnym podświetlaniem jest ok. 4 razy cieńszy. Wygląda bardzo elegancko dzięki cieniutkiej metalowej ramce wokół ekranu. Oczywiście wygląd to kwestia gustu, ale w moim odczuciu może się podobać. Pilot nie wszystkim przypadnie do gustu, szczególnie tradycjonalistom przyzwyczajonym do klawiszy numerycznych. Tych po prostu na pilocie nie ma. Co prawda pilot oferuje obsługę głosową, ale w języku angielskim. Jeden ze sprzedawców twierdził, że obsługuje również asystenta google, ale ja go na razie nie odkryłem, korzystam z samsungowskiego bixby. Duży plus za ładowanie światłem i możliwość ładowania ładowarką smartfona.<br/>
Podłączenie: Instalacja zajęła mi dosłownie 10 minut łącznie z podłączeniem wszystkich kabli. Po włączeniu telewizora, na ekranie pojawiły się pytania i opcje do wyboru, wszystko przebiegło bez żadnych problemów. Telewizor również pobrał najnowszą aktualizacje po skonfigurowaniu wifi. Również skonfigurowanie obsługi przez telefon jest bardzo proste.<br/>
Obraz: Po włączeniu telewizora obraz robi bardzo dobre wrażenie. Kontrast bardzo dobry, kolory głębokie i naturalne, w 4K obraz doskonały, na PS4 również bez zarzutu, podobnie jeśli chodzi o płyty blu-ray. Z dekodera Vectry, w zależności od kanału, obraz jest raz lepszy, raz odrobinę gorszy, generalnie jest naprawdę dobrze. Problem z obrazem zauważyłem dopiero wieczorem, przy zgaszonym świetle i oglądaniu serialu na Netflixie przy ciemnych scenach, zauważyłem duże jaśniejsze plamy, szczególnie w jednym rogów ekranu plama była stosunkowo duża. Wyglądało to jakby matryca była nierówno podświetlana. Na drugi dzień zgłosiłem zauważony problem pomocy technicznej Samsunga. Wykonałem zdjęcia ekranu i przesłałem do pomocy technicznej. Niestety, pomimo tego, że rozmawiałem z 3 różnymi osobami, żadna z nich nie potrafiła skutecznie rozwiązać zauważonego problemu. Kazano mi wyłączyć urządzenie z gniazdka, odłączyć podłączone urządzenia, proszono o przesłanie dodatkowych zdjęć ekranu z testowym obrazem samsunga itp. W końcu zaproponowano mi zgłoszenie uszkodzenia, ale jednocześnie poinformowano mnie, że jeżeli technicy stwierdzą, że obraz jest OK., będę musiał pokryć wszystkie koszty związane z przesyłką i ekspertyzą. W związku z tym zdecydowałem się poszukać rozwiązania problemu na własną rękę. Trochę to trwało, ale znalazłem na YouTubie recenzję tego modelu Samsunga z USA, w którym zauważony przeze mnie problem został omówiony szczegółowo i co więcej, wyjaśniono co należy zmienić w ustawieniach fabrycznych, aby problem nierównomiernego podświetlania zniknął. Zmiana ustawień zajęła mi minutę i od tej chwili cieszę się praktycznie nieskazitelnym obrazem. Szkoda, że pracownicy pomocy technicznej Samsunga nie mają wiedzy w jaki sposób podobne problemy rozwiązać. Po co to tym piszę? Jeżeli ktoś kupi ten telewizor za prawie 5 tyś. zł, wyjmie z pudła, włączy na ustawieniach fabrycznych spodziewając się idealnego obrazu to może się rozczarować. Ten telewizor oferuje naprawdę dobry obraz, ale wymaga indywidualnych ustawień.<br/>
Dźwięk: Moim zdaniem telewizor oferuje dobry dźwięk. Mój poprzedni telewizor (SONY KDL-55W809C) aby brzmieć dobrze musiał być podłączony do kina domowego, w przypadku Samsunga, do oglądania telewizji głośniki telewizora w zupełności wystarczą. Jeśli chodzi o filmy, czy PS, tutaj oczywiście głośniki telewizora to za mało.<br/>
Podsumowanie: Moim zdaniem, Samsung Neo QLED 2021 QE55QN85A, to bardzo dobry telewizor, oferujący bardzo dobry obraz ALE wymaga indywidualnych ustawień. Czy jest wart prawie 5 tyś. zł? Nie mam porównania z telewizorami z niższej półki cenowej (2-3 tyś), ale mam wrażenie, że cena jest odrobinę za wysoka.<br/>
<br/>
Zdjęcia pokazują obraz na ustawieniach fabrycznych.","4,5/5"
0,"Bardzo polecam. Jest drogi, są tańsze w tej klasie ale warto. Belka dźwiękowa robi robotę. Android 11,    Android Tv. Parametry zresztą jak w każdym trzeba utawic samodzielnie żeby wycisnąć maksa. Dwa piloty, ten mniejszy wystarcza. Po podłączenia komputera mam super monitor. ",5/5
0,"Jak za tą cenę, gra Super, melomanem nie jestem",5/5
0,Cena bardzo przystępna...sprzęt działa poprawnie :),4/5
0,Bardzo dobry sprzęt polecam,5/5
0,Troche tandetne wykonanie.,4/5
0,ogólnie jestem zadowolony z produktu,5/5
0,Gra jak należy                                                                                                  .,"4,5/5"
0,Produkt fantastyczny! Wlłaśnie takiego szukałam.,5/5
0,"Ładny wygląd, piękny dźwięk, prosty w obsludze. Użytkuję go od świąt. Na razie nie mam sie do czego przyczepić.","4,5/5"
0,"Fajny gramofon, trzeba dokupić przewód by podłączyć do nagłośnienia , brak możliwości wybierania utworu na płycie , automatycznie",5/5
0,"Przede wszystkim nie należy ww gramofonu traktować, jako sprzętu HiFi. Ciężko jest oceniać sprzęt, który jest jakby namiastką gramofonu... bo jest w bardzo atrakcyjnej cenie. Ale pominąwszy niewątpliwe zalety ekonomiczne jest to dość niskiej jakości produkt, który co prawda spełnia swoje zadanie, lecz W sposób bardzo ograniczony i nie do końca prawidłowy. Największą wadą jest konstrukcja ramienia, która nie pozwala na modyfikowanie zarówno wkładki, jak i siły docisku, która wynosi aż 3,5 g. Takie zestawienie wyklucza możliwość stosowania lepszych igieł oraz oszczędzania zużycia płyt. Jakość dźwięku ,w przypadku podłączenia do mini wieży jest w porządku. Lepszy wzmacniacz obnaża ww ograniczenia i toporną konstrukcję. Jeżeli zastanawiacie się nad porównaniem dźwięku z tego modelu do CD - będziecie zawiedzeni. <br/>
W tej cenie nie ma nic lepszego - jeżeli rozmawiamy o nowych produktach. Jednakże, za blisko 500 zł kupimy dość dobrej klasy gramofon używany, z niezłą wkładką ze złotego okresu winyli, który da nam pełnię możliwości. ",3/5
0,"Użytkuję  Marantz ND8006 od 2-ch miesięcy. Kupiłem to urządzenie, gdyż postanowiłem zastąpić mój dwudziestoletni wysokiej klasy Denon CD, który ciągle działa ale czasami nie czyta już wszystkich płyt.<br/>
Marantz ND8006 podłączony jest do wzmacniacza Denon PMA 1510AE i kolumn DALI IKON 6 MKII.<br/>
Jestem zawodowym muzykiem i mam studio nagrań, dlatego szczególną uwagę zwracam na sprzęt audio, jego jakość, funkcjonalność i cenę. Zanim kupiłem tego Marantza porównałem jego jakość odtwarzania płyt CD z odtwarzaczami od średniej klasy do klasy HI-END (przedział cenowy od ok. 2000 zł do ok. 25000 zł)<br/>
W mojej ocenie jakość odtwarzania płyt CD w Marantz ND8006 jest na poziomie sprzętu średniej klasy za ok. 1800 - 2000 zł.<br/>
W przeciwieństwie do Odtwarzaczy CD za ok. 4000 - 5000 zł. Odtwarzają one dźwięki zdecydowanie bardziej szczegółowo (selektywnie) i naturalnie bez sztucznych podbić i ubarwień. Odtwarzacze za 10000 zł i więcej nie grają ani lepiej ani szczegółowiej. Różnice w tej HI-END klasie to minimalne niuanse polegające na nieco odmiennych wybarwieniach brzmień i dynamik dla poszczególnych instrumentów w określonych częstotliwością. Ocena w tej grupie sprzętu jest sprawą subiektywną w zależności od upodobań i gustów słuchacza.<br/>
Wracając do Marantz ND 8006, który kosztuje ok. 5500 zł to stwierdzam, że nie jest wart swojej ceny. Według mnie cena tego urządzenie je dwukrotnie zawyżana. Z racji mojego zawodu mam sporo profesjonalnego sprzętu audio i wszystkie odtwarzacze czytają CD-Text (nawet ten 20 letni). Jest to dla mnie istotne przy sprawdzaniu informacji zawartych na nagranej w moim studiu płycie CD. Marantz ND 8006 nie czyta CD-Textu.  <br/>
Ktoś może powiedzieć, że dla niego jest to nie istotne bo to gównie jest to odtwarzacz sieciowy i ma dobry przetwornik DAC. Zgoda, ale przy tej cenie tego urządzenia nie może być żadnych kompromisów. Tym bardziej, że nie gorszą jakość odtwarzania, a zdecydowanie większą funkcjonalność można osiągnąć za połowę tej ceny. Wystarczy do starego, sprawnego laptopa podłączyć profesjonalną studyjną karę dźwiękową. którą można kupić już od ok. 600 zł zainstalować dobry, darmowy odtwarzacz plików muzycznych np. AIMP lub foobar2000, wykupić rodzinnego Spotify Premium i wszystko jest o klasę lepsze i zdecydowanie tańsze.<br/>
Dlatego uważam, że popełniłem błąd kupując Marantz ND8006, gdyż w mojej opinii nie jest wart swojej ceny.","2,5/5"
